,Team,Pts
1,Barcelona0910,99
2,Real Madrid0910,96
3,Valencia0910,71
4,Sevilla0910,63
5,Mallorca0910,62
6,Getafe0910,58
7,Villarreal0910,56
8,Ath Bilbao0910,54
9,Ath Madrid0910,47
10,La Coruna0910,47
11,Espanol0910,44
12,Osasuna0910,43
13,Almeria0910,42
14,Zaragoza0910,41
15,Sp Gijon0910,40
16,Santander0910,39
17,Malaga0910,37
18,Tenerife0910,36
19,Valladolid0910,36
20,Xerez0910,34
