,Team,Pts
1,Lyon0607,81
2,Marseille0607,64
3,Bordeaux0607,57
4,Rennes0607,57
5,Lens0607,57
6,Sochaux0607,57
7,Toulouse0607,56
8,Auxerre0607,54
9,Monaco0607,51
10,Lille0607,50
11,Lorient0607,49
12,Nancy0607,49
13,Le Mans0607,49
14,St Etienne0607,49
15,Paris SG0607,48
16,Nice0607,43
17,Valenciennes0607,43
18,Troyes0607,39
19,Nantes0607,35
20,Sedan0607,35
