,Team,Pts
1,Paris SG1213,83
2,Marseille1213,71
3,Lyon1213,67
4,Nice1213,64
5,St Etienne1213,63
6,Lille1213,62
7,Bordeaux1213,55
8,Lorient1213,53
9,Montpellier1213,52
10,Toulouse1213,51
11,Valenciennes1213,48
12,Bastia1213,47
13,Rennes1213,46
14,Reims1213,43
15,Ajaccio1213,42
16,Sochaux1213,41
17,Evian Thonon Gaillard1213,40
18,Nancy1213,38
19,Troyes1213,37
20,Brest1213,29
