,Team,Pts
1,Bordeaux0809,80
2,Marseille0809,77
3,Lyon0809,71
4,Paris SG0809,64
5,Lille0809,64
6,Toulouse0809,64
7,Rennes0809,61
8,Auxerre0809,55
9,Nice0809,50
10,Monaco0809,45
11,Lorient0809,45
12,Grenoble0809,44
13,Valenciennes0809,44
14,Nancy0809,42
15,Sochaux0809,42
16,Le Mans0809,40
17,St Etienne0809,40
18,Nantes0809,37
19,Caen0809,37
20,Le Havre0809,26
