,Team,Pts
1,Real Madrid1112,100
2,Barcelona1112,91
3,Valencia1112,61
4,Malaga1112,58
5,Ath Madrid1112,56
6,Levante1112,55
7,Osasuna1112,54
8,Mallorca1112,52
9,Sevilla1112,50
10,Ath Bilbao1112,49
11,Betis1112,47
12,Sociedad1112,47
13,Getafe1112,47
14,Espanol1112,46
15,Vallecano1112,43
16,Zaragoza1112,43
17,Granada1112,42
18,Villarreal1112,41
19,Sp Gijon1112,37
20,Santander1112,27
