,Team,Pts
1,Man United1213,89
2,Man City1213,78
3,Chelsea1213,75
4,Arsenal1213,73
5,Tottenham1213,72
6,Everton1213,63
7,Liverpool1213,61
8,West Brom1213,49
9,Swansea1213,46
10,West Ham1213,46
11,Norwich1213,44
12,Fulham1213,43
13,Stoke1213,42
14,Newcastle1213,41
15,Southampton1213,41
16,Aston Villa1213,41
17,Sunderland1213,39
18,Wigan1213,36
19,Reading1213,28
20,QPR1213,25
