,Team,Pts
1,Bayern Munich1314,90
2,Dortmund1314,71
3,Schalke 041314,64
4,Leverkusen1314,61
5,Wolfsburg1314,60
6,M'gladbach1314,55
7,Mainz1314,53
8,Augsburg1314,52
9,Hoffenheim1314,44
10,Hannover1314,42
11,Hertha1314,41
12,Werder Bremen1314,39
13,Ein Frankfurt1314,36
14,Freiburg1314,36
15,Stuttgart1314,32
16,Hamburg1314,27
17,Nurnberg1314,26
18,Braunschweig1314,25
