,Team,Pts
1,Ath Madrid1314,90
2,Real Madrid1314,87
3,Barcelona1314,87
4,Ath Bilbao1314,70
5,Sevilla1314,63
6,Villarreal1314,59
7,Sociedad1314,59
8,Valencia1314,49
9,Celta1314,49
10,Levante1314,48
11,Malaga1314,45
12,Vallecano1314,43
13,Espanol1314,42
14,Getafe1314,42
15,Granada1314,41
16,Elche1314,40
17,Almeria1314,40
18,Osasuna1314,39
19,Valladolid1314,36
20,Betis1314,25
