,Team,Pts
1,Man City1314,86
2,Liverpool1314,84
3,Chelsea1314,82
4,Arsenal1314,79
5,Everton1314,72
6,Tottenham1314,69
7,Man United1314,64
8,Southampton1314,56
9,Stoke1314,50
10,Newcastle1314,49
11,Crystal Palace1314,45
12,Swansea1314,42
13,West Ham1314,40
14,Aston Villa1314,38
15,Sunderland1314,38
16,Hull1314,37
17,West Brom1314,36
18,Norwich1314,33
19,Fulham1314,32
20,Cardiff1314,30
