,Team,Pts
1,Real Madrid0708,85
2,Villarreal0708,77
3,Barcelona0708,67
4,Ath Madrid0708,64
5,Sevilla0708,64
6,Santander0708,60
7,Mallorca0708,59
8,La Coruna0708,52
9,Almeria0708,52
10,Valencia0708,51
11,Ath Bilbao0708,50
12,Espanol0708,48
13,Betis0708,47
14,Getafe0708,47
15,Valladolid0708,45
16,Recreativo0708,44
17,Osasuna0708,43
18,Zaragoza0708,42
19,Murcia0708,30
20,Levante0708,26
