,Team,Pts
1,Dortmund1011,75
2,Leverkusen1011,68
3,Bayern Munich1011,65
4,Hannover1011,60
5,Mainz1011,58
6,Nurnberg1011,47
7,Kaiserslautern1011,46
8,Hamburg1011,45
9,Freiburg1011,44
10,FC Koln1011,44
11,Hoffenheim1011,43
12,Stuttgart1011,42
13,Werder Bremen1011,41
14,Schalke 041011,40
15,Wolfsburg1011,38
16,M'gladbach1011,36
17,Ein Frankfurt1011,34
18,St Pauli1011,29
