,Team,Pts
1,Marseille0910,78
2,Lyon0910,72
3,Auxerre0910,71
4,Lille0910,70
5,Montpellier0910,69
6,Bordeaux0910,64
7,Lorient0910,58
8,Monaco0910,55
9,Rennes0910,53
10,Valenciennes0910,52
11,Lens0910,48
12,Nancy0910,48
13,Toulouse0910,47
14,Paris SG0910,47
15,Nice0910,44
16,Sochaux0910,41
17,St Etienne0910,40
18,Le Mans0910,32
19,Boulogne0910,31
20,Grenoble0910,23
