,Team,Pts
1,Man United0809,90
2,Liverpool0809,86
3,Chelsea0809,83
4,Arsenal0809,72
5,Everton0809,63
6,Aston Villa0809,62
7,Fulham0809,53
8,West Ham0809,51
9,Tottenham0809,51
10,Man City0809,50
11,Wigan0809,45
12,Stoke0809,45
13,Portsmouth0809,41
14,Blackburn0809,41
15,Bolton0809,41
16,Sunderland0809,36
17,Hull0809,35
18,Newcastle0809,34
19,West Brom0809,32
20,Middlesbrough0809,32
