,Team,Pts
1,Stuttgart0607,70
2,Schalke 040607,68
3,Werder Bremen0607,66
4,Bayern Munich0607,60
5,Leverkusen0607,51
6,Nurnberg0607,48
7,Hamburg0607,45
8,Bochum0607,45
9,Hannover0607,44
10,Hertha0607,44
11,Dortmund0607,44
12,Bielefeld0607,42
13,Cottbus0607,41
14,Ein Frankfurt0607,40
15,Wolfsburg0607,37
16,Aachen0607,34
17,Mainz0607,34
18,M'gladbach0607,26
