,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,permalink,attendance,weekBySeason,ranking
4253,San Francisco_Monday 11/29/99,Green Bay,1999,Monday 11/29/99,@ San Francisco,20-3,Week 12,-6.0,1,17,1,11.0,San Francisco,Green Bay,1,2,199911290sfo,68304.0,12.0,
4254,San Francisco_Monday 12/14/09,Arizona,2009,Monday 12/14/09,@ San Francisco,9-24,Week 14,-4.0,0,-15,0,-19.0,San Francisco,Arizona,-1,-1,200912140sfo,69732.0,14.0,8.0
4255,San Francisco_Monday 12/19/11,San Francisco,2011,Monday 12/19/11,Pittsburgh,20-3,Week 15,-3.0,1,17,1,14.0,San Francisco,Pittsburgh,1,-1,201112190sfo,69732.0,15.0,3.0
4256,San Francisco_Monday 12/23/13,San Francisco,2013,Monday 12/23/13,Atlanta,34-24,Week 16,-14.0,0,10,1,-4.0,San Francisco,Atlanta,2,1,201312230sfo,69732.0,16.0,5.0
4273,San Francisco_Saturday 12/27/03,San Francisco,2003,Saturday 12/27/03,Seattle,17-24,Week 17,-2.5,0,-7,0,-9.5,San Francisco,Seattle,2,-1,200312270sfo,67840.0,17.0,19.0
4275,San Francisco_Sunday 01/02/11,San Francisco,2010,Sunday 01/02/11,Arizona,38-7,Week 17,-6.0,1,31,1,25.0,San Francisco,Arizona,-1,1,201101020sfo,69732.0,17.0,25.0
4284,San Francisco_Sunday 09/07/03,San Francisco,2003,Sunday 09/07/03,Chicago,49-7,Week 1,-7.0,1,42,1,35.0,San Francisco,Chicago,-1,-2,200309070sfo,67554.0,1.0,
4285,San Francisco_Sunday 09/07/08,Arizona,2008,Sunday 09/07/08,@ San Francisco,23-13,Week 1,-1.0,1,10,1,9.0,San Francisco,Arizona,-3,1,200809070sfo,67186.0,1.0,
4286,San Francisco_Sunday 09/08/13,San Francisco,2013,Sunday 09/08/13,Green Bay,34-28,Week 1,-5.0,1,6,1,1.0,San Francisco,Green Bay,1,1,201309080sfo,69732.0,1.0,
4288,San Francisco_Sunday 09/10/00,Carolina,2000,Sunday 09/10/00,@ San Francisco,38-22,Week 2,-3.0,1,16,1,13.0,San Francisco,Carolina,-1,4,200009100sfo,66879.0,2.0,
4290,San Francisco_Sunday 09/11/11,San Francisco,2011,Sunday 09/11/11,Seattle,33-17,Week 1,-6.0,1,16,1,10.0,San Francisco,Seattle,1,-1,201109110sfo,69732.0,1.0,
4292,San Francisco_Sunday 09/14/14,San Francisco,2014,Sunday 09/14/14,Chicago,20-28,Week 2,-7.0,0,-8,0,-15.0,San Francisco,Chicago,1,-1,201409140sfo,70799.0,2.0,4.0
4294,San Francisco_Sunday 09/16/12,San Francisco,2012,Sunday 09/16/12,Detroit,27-19,Week 2,-7.0,1,8,1,1.0,San Francisco,Detroit,1,1,201209160sfo,69732.0,2.0,4.0
4296,San Francisco_Sunday 09/18/11,Dallas,2011,Sunday 09/18/11,@ San Francisco,27-24,Week 2,-3.0,0,3,1,0.0,San Francisco,Dallas,-1,-1,201109180sfo,69732.0,2.0,14.0
4297,San Francisco_Sunday 09/19/99,San Francisco,1999,Sunday 09/19/99,New Orleans,28-21,Week 2,-10.0,0,7,1,-3.0,San Francisco,New Orleans,-3,3,199909190sfo,67685.0,2.0,
4298,San Francisco_Sunday 09/20/09,San Francisco,2009,Sunday 09/20/09,Seattle,23-10,Week 2,-1.0,1,13,1,12.0,San Francisco,Seattle,1,1,200909200sfo,69732.0,2.0,22.0
4299,San Francisco_Sunday 09/21/03,San Francisco,2003,Sunday 09/21/03,Cleveland,12-13,Week 3,-7.5,0,-1,0,-8.5,San Francisco,Cleveland,2,-4,200309210sfo,67412.0,3.0,11.0
4300,San Francisco_Sunday 09/21/08,San Francisco,2008,Sunday 09/21/08,Detroit,31-13,Week 3,-5.0,1,18,1,13.0,San Francisco,Detroit,-1,-2,200809210sfo,67249.0,3.0,27.0
4302,San Francisco_Sunday 09/22/13,San Francisco,2013,Sunday 09/22/13,Indianapolis,7-27,Week 3,-10.5,0,-20,0,-30.5,San Francisco,Indianapolis,1,2,201309220sfo,69732.0,3.0,1.0
4306,San Francisco_Sunday 09/28/14,San Francisco,2014,Sunday 09/28/14,Philadelphia,26-21,Week 4,-3.5,1,5,1,1.5,San Francisco,Philadelphia,-5,2,201409280sfo,70799.0,4.0,7.0
4308,San Francisco_Sunday 10/01/00,San Francisco,2000,Sunday 10/01/00,Arizona,27-20,Week 5,-4.0,1,7,1,3.0,San Francisco,Arizona,1,2,200010010sfo,66985.0,5.0,
4309,San Francisco_Sunday 10/03/99,San Francisco,1999,Sunday 10/03/99,Tennessee,24-22,Week 4,-1.5,1,2,1,0.5,San Francisco,Tennessee,-1,-2,199910030sfo,67447.0,4.0,
4310,San Francisco_Sunday 10/04/09,San Francisco,2009,Sunday 10/04/09,St. Louis,35-0,Week 4,-9.5,1,35,1,25.5,San Francisco,St. Louis,1,2,200910040sfo,69732.0,4.0,13.0
4311,San Francisco_Sunday 10/05/03,San Francisco,2003,Sunday 10/05/03,Detroit,24-17,Week 5,-7.5,0,7,1,-0.5,San Francisco,Detroit,2,-2,200310050sfo,67365.0,5.0,17.0
4312,San Francisco_Sunday 10/05/08,New England,2008,Sunday 10/05/08,@ San Francisco,30-21,Week 5,-3.0,1,9,1,6.0,San Francisco,New England,5,3,200810050sfo,67650.0,5.0,2.0
4313,San Francisco_Sunday 10/05/14,San Francisco,2014,Sunday 10/05/14,Kansas City,22-17,Week 5,-4.5,1,5,1,0.5,San Francisco,Kansas City,-1,-1,201410050sfo,70799.0,5.0,16.0
4315,San Francisco_Sunday 10/06/13,San Francisco,2013,Sunday 10/06/13,Houston,34-3,Week 5,-4.0,1,31,1,27.0,San Francisco,Houston,2,-2,201310060sfo,69732.0,5.0,10.0
4317,San Francisco_Sunday 10/07/12,San Francisco,2012,Sunday 10/07/12,Buffalo,45-3,Week 5,-10.0,1,42,1,32.0,San Francisco,Buffalo,-1,-2,201210070sfo,69732.0,5.0,4.0
4318,San Francisco_Sunday 10/08/00,Oakland,2000,Sunday 10/08/00,@ San Francisco,34-28,Week 6,-4.5,1,6,1,1.5,San Francisco,Oakland,2,1,200010080sfo,68344.0,6.0,
4321,San Francisco_Sunday 10/09/11,San Francisco,2011,Sunday 10/09/11,Tampa Bay,48-3,Week 5,-2.5,1,45,1,42.5,San Francisco,Tampa Bay,-1,-3,201110090sfo,69732.0,5.0,20.0
4323,San Francisco_Sunday 10/10/10,San Francisco,2010,Sunday 10/10/10,Philadelphia,24-27,Week 5,-3.0,0,-3,0,-6.0,San Francisco,Philadelphia,2,-2,201010100sfo,69732.0,5.0,25.0
4324,San Francisco_Sunday 10/11/09,San Francisco,2009,Sunday 10/11/09,Atlanta,10-45,Week 5,-1.0,0,-35,0,-36.0,San Francisco,Atlanta,-2,2,200910110sfo,69732.0,5.0,15.0
4325,San Francisco_Sunday 10/12/08,Philadelphia,2008,Sunday 10/12/08,@ San Francisco,40-26,Week 6,-4.5,1,14,1,9.5,San Francisco,Philadelphia,-1,-3,200810120sfo,67640.0,6.0,9.0
4326,San Francisco_Sunday 10/13/13,San Francisco,2013,Sunday 10/13/13,Arizona,32-20,Week 6,-10.0,1,12,1,2.0,San Francisco,Arizona,-4,2,201310130sfo,69732.0,6.0,8.0
4327,San Francisco_Sunday 10/14/12,San Francisco,2012,Sunday 10/14/12,N.Y. Giants,3-26,Week 6,-7.0,0,-23,0,-30.0,San Francisco,N.Y. Giants,2,-3,201210140sfo,69732.0,6.0,4.0
4329,San Francisco_Sunday 10/17/10,San Francisco,2010,Sunday 10/17/10,Oakland,17-9,Week 6,-9.0,0,8,1,-1.0,San Francisco,Oakland,-1,-1,201010170sfo,69732.0,6.0,28.0
4330,San Francisco_Sunday 10/17/99,San Francisco,1999,Sunday 10/17/99,Carolina,29-31,Week 6,-3.5,0,-2,0,-5.5,San Francisco,Carolina,1,-2,199910170sfo,68151.0,6.0,
4331,San Francisco_Sunday 10/19/03,Tampa Bay,2003,Sunday 10/19/03,@ San Francisco,7-24,Week 7,-4.5,0,-17,0,-21.5,San Francisco,Tampa Bay,-2,-1,200310190sfo,67809.0,7.0,7.0
4332,San Francisco_Sunday 10/26/08,San Francisco,2008,Sunday 10/26/08,Seattle,13-34,Week 8,-5.0,0,-21,0,-26.0,San Francisco,Seattle,-7,-1,200810260sfo,67504.0,8.0,25.0
4335,San Francisco_Sunday 10/29/00,St. Louis,2000,Sunday 10/29/00,@ San Francisco,34-24,Week 9,-6.5,1,10,1,3.5,San Francisco,St. Louis,-5,-2,200010290sfo,68109.0,9.0,
4337,San Francisco_Sunday 10/30/11,San Francisco,2011,Sunday 10/30/11,Cleveland,20-10,Week 8,-9.0,1,10,1,1.0,San Francisco,Cleveland,1,-1,201110300sfo,69732.0,8.0,4.0
4338,San Francisco_Sunday 10/31/10,San Francisco,2010,Sunday 10/31/10,Denver,24-16,Week 8,-2.0,1,8,1,6.0,San Francisco,Denver,2,-2,201010310sfo,83941.0,8.0,27.0
4339,San Francisco_Sunday 11/02/03,St. Louis,2003,Sunday 11/02/03,@ San Francisco,10-30,Week 9,-4.5,0,-20,0,-24.5,San Francisco,St. Louis,1,-1,200311020sfo,67812.0,9.0,8.0
4340,San Francisco_Sunday 11/02/14,San Francisco,2014,Sunday 11/02/14,St. Louis,10-13,Week 9,-10.5,0,-3,0,-13.5,San Francisco,St. Louis,1,-2,201411020sfo,70799.0,9.0,12.0
4345,San Francisco_Sunday 11/07/99,San Francisco,1999,Sunday 11/07/99,Pittsburgh,6-27,Week 9,-2.5,0,-21,0,-23.5,San Francisco,Pittsburgh,-1,2,199911070sfo,68657.0,9.0,
4346,San Francisco_Sunday 11/08/09,San Francisco,2009,Sunday 11/08/09,Tennessee,27-34,Week 9,-4.5,0,-7,0,-11.5,San Francisco,Tennessee,-2,-3,200911080sfo,69732.0,9.0,20.0
4348,San Francisco_Sunday 11/10/13,San Francisco,2013,Sunday 11/10/13,Carolina,9-10,Week 10,-6.0,0,-1,0,-7.0,San Francisco,Carolina,2,-1,201311100sfo,69732.0,10.0,6.0
4350,San Francisco_Sunday 11/11/12,San Francisco,2012,Sunday 11/11/12,St. Louis,24-24,Week 10,-13.5,0,0,0,-13.5,San Francisco,St. Louis,1,4,201211110sfo,69732.0,10.0,4.0
4351,San Francisco_Sunday 11/12/00,Kansas City,2000,Sunday 11/12/00,@ San Francisco,7-21,Week 11,-4.0,0,-14,0,-18.0,San Francisco,Kansas City,-3,-1,200011120sfo,68002.0,11.0,
4352,San Francisco_Sunday 11/13/11,San Francisco,2011,Sunday 11/13/11,N.Y. Giants,27-20,Week 10,-4.0,1,7,1,3.0,San Francisco,N.Y. Giants,-1,-4,201111130sfo,69732.0,10.0,2.0
4354,San Francisco_Sunday 11/14/10,San Francisco,2010,Sunday 11/14/10,St. Louis,23-20,Week 10,-4.5,0,3,1,-1.5,San Francisco,St. Louis,-1,2,201011140sfo,69732.0,10.0,30.0
4355,San Francisco_Sunday 11/16/08,San Francisco,2008,Sunday 11/16/08,St. Louis,35-16,Week 11,-7.0,1,19,1,12.0,San Francisco,St. Louis,-1,1,200811160sfo,67573.0,11.0,28.0
4357,San Francisco_Sunday 11/19/00,San Francisco,2000,Sunday 11/19/00,Atlanta,16-6,Week 12,-6.0,1,10,1,4.0,San Francisco,Atlanta,-1,1,200011190sfo,67447.0,12.0,
4360,San Francisco_Sunday 11/20/11,San Francisco,2011,Sunday 11/20/11,Arizona,23-7,Week 11,-10.0,1,16,1,6.0,San Francisco,Arizona,-1,2,201111200sfo,69732.0,11.0,2.0
4361,San Francisco_Sunday 11/21/10,San Francisco,2010,Sunday 11/21/10,Tampa Bay,0-21,Week 11,-3.5,0,-21,0,-24.5,San Francisco,Tampa Bay,-1,1,201011210sfo,69732.0,11.0,28.0
4362,San Francisco_Sunday 11/21/99,St. Louis,1999,Sunday 11/21/99,@ San Francisco,23-7,Week 11,-8.5,1,16,1,7.5,San Francisco,St. Louis,-6,-2,199911210sfo,68193.0,11.0,
4363,San Francisco_Sunday 11/23/14,San Francisco,2014,Sunday 11/23/14,Washington,17-13,Week 12,-9.0,0,4,1,-5.0,San Francisco,Washington,-6,1,201411230sfo,70799.0,12.0,12.0
4365,San Francisco_Sunday 11/29/09,San Francisco,2009,Sunday 11/29/09,Jacksonville,20-3,Week 12,-3.0,1,17,1,14.0,San Francisco,Jacksonville,-3,1,200911290sfo,69732.0,12.0,19.0
4367,San Francisco_Sunday 12/01/13,San Francisco,2013,Sunday 12/01/13,St. Louis,23-13,Week 13,-7.5,1,10,1,2.5,San Francisco,St. Louis,2,-1,201312010sfo,69732.0,13.0,9.0
4369,San Francisco_Sunday 12/04/11,San Francisco,2011,Sunday 12/04/11,St. Louis,26-0,Week 13,-14.0,1,26,1,12.0,San Francisco,St. Louis,-2,-3,201112040sfo,69732.0,13.0,2.0
4370,San Francisco_Sunday 12/07/03,San Francisco,2003,Sunday 12/07/03,Arizona,50-14,Week 14,-10.5,1,36,1,25.5,San Francisco,Arizona,-4,1,200312070sfo,66975.0,14.0,17.0
4371,San Francisco_Sunday 12/07/08,N.Y. Jets,2008,Sunday 12/07/08,@ San Francisco,14-24,Week 14,-4.0,0,-10,0,-14.0,San Francisco,N.Y. Jets,-2,1,200812070sfo,67782.0,14.0,16.0
4372,San Francisco_Sunday 12/08/13,San Francisco,2013,Sunday 12/08/13,Seattle,19-17,Week 14,-2.5,0,2,1,-0.5,San Francisco,Seattle,1,-1,201312080sfo,69732.0,14.0,7.0
4374,San Francisco_Sunday 12/09/12,San Francisco,2012,Sunday 12/09/12,Miami,27-13,Week 14,-10.5,1,14,1,3.5,San Francisco,Miami,-2,-1,201212090sfo,69732.0,14.0,3.0
4375,San Francisco_Sunday 12/10/00,San Francisco,2000,Sunday 12/10/00,New Orleans,27-31,Week 15,-3.0,0,-4,0,-7.0,San Francisco,New Orleans,1,-1,200012100sfo,67892.0,15.0,
4377,San Francisco_Sunday 12/12/10,San Francisco,2010,Sunday 12/12/10,Seattle,40-21,Week 14,-4.5,1,19,1,14.5,San Francisco,Seattle,1,2,201012120sfo,69732.0,14.0,25.0
4378,San Francisco_Sunday 12/12/99,Atlanta,1999,Sunday 12/12/99,@ San Francisco,7-26,Week 14,-3.0,0,-19,0,-22.0,San Francisco,Atlanta,4,2,199912120sfo,67.0,14.0,
4381,San Francisco_Sunday 12/17/00,San Francisco,2000,Sunday 12/17/00,Chicago,17-0,Week 16,-7.0,1,17,1,10.0,San Francisco,Chicago,2,-1,200012170sfo,68306.0,16.0,
4385,San Francisco_Sunday 12/27/09,San Francisco,2009,Sunday 12/27/09,Detroit,20-6,Week 16,-14.0,0,14,1,0.0,San Francisco,Detroit,-4,2,200912270sfo,69732.0,16.0,21.0
4386,San Francisco_Sunday 12/28/08,San Francisco,2008,Sunday 12/28/08,Washington,27-24,Week 17,-3.0,0,3,1,0.0,San Francisco,Washington,1,1,200812280sfo,67519.0,17.0,24.0
4387,San Francisco_Sunday 12/30/12,San Francisco,2012,Sunday 12/30/12,Arizona,27-13,Week 17,-16.0,0,14,1,-2.0,San Francisco,Arizona,-2,2,201212300sfo,69732.0,17.0,1.0
4391,San Francisco_Sunday Night 12/26/99,Washington,1999,Sunday Night 12/26/99,@ San Francisco,26-20,Week 16,-7.0,0,6,1,-1.0,San Francisco,Washington,2,2,199912260sfo,68329.0,16.0,
4399,San Francisco_Thursday 10/18/12,San Francisco,2012,Thursday 10/18/12,Seattle,13-6,Week 7,-7.5,0,7,1,-0.5,San Francisco,Seattle,3,3,201210180sfo,69732.0,7.0,3.0
4400,San Francisco_Thursday 11/12/09,San Francisco,2009,Thursday 11/12/09,Chicago,10-6,Week 10,-3.5,1,4,1,0.5,San Francisco,Chicago,4,1,200911120sfo,69732.0,10.0,19.0
4401,San Francisco_Thursday 11/27/14,San Francisco,2014,Thursday 11/27/14,Seattle,3-19,Week 13,-1.0,0,-16,0,-17.0,San Francisco,Seattle,-1,-2,201411270sfo,70799.0,13.0,10.0
4409,Seattle_Monday 09/24/12,Green Bay,2012,Monday 09/24/12,@ Seattle,12-14,Week 3,-3.0,0,-2,0,-5.0,Seattle,Green Bay,3,-2,201209240sea,68218.0,3.0,5.0
4414,Seattle_Monday 12/02/13,Seattle,2013,Monday 12/02/13,New Orleans,34-7,Week 13,-6.5,1,27,1,20.5,Seattle,New Orleans,5,2,201312020sea,68387.0,13.0,2.0
4416,Seattle_Monday 12/12/11,Seattle,2011,Monday 12/12/11,St. Louis,30-13,Week 14,-9.0,1,17,1,8.0,Seattle,St. Louis,-1,-1,201112120sea,66577.0,14.0,24.0
4443,Seattle_Saturday 12/16/00,Oakland,2000,Saturday 12/16/00,@ Seattle,24-27,Week 16,-7.0,0,-3,0,-10.0,Seattle,Oakland,1,3,200012160sea,68681.0,16.0,
4444,Seattle_Saturday 12/23/00,Seattle,2000,Saturday 12/23/00,Buffalo,23-42,Week 17,-3.0,0,-19,0,-22.0,Seattle,Buffalo,4,-1,200012230sea,61025.0,17.0,
4446,Seattle_Saturday 12/24/11,San Francisco,2011,Saturday 12/24/11,@ Seattle,19-17,Week 16,-1.0,1,2,1,1.0,Seattle,San Francisco,1,1,201112240sea,66697.0,16.0,6.0
4448,Seattle_Sunday 01/02/11,St. Louis,2010,Sunday 01/02/11,@ Seattle,6-16,Week 17,-3.0,0,-10,0,-13.0,Seattle,St. Louis,1,1,201101020sea,67325.0,17.0,20.0
4449,Seattle_Sunday 01/03/10,Tennessee,2009,Sunday 01/03/10,@ Seattle,17-13,Week 17,-6.0,0,4,1,-2.0,Seattle,Tennessee,-1,2,201001030sea,67002.0,17.0,14.0
4453,Seattle_Sunday 09/07/03,Seattle,2003,Sunday 09/07/03,New Orleans,27-10,Week 1,-3.0,1,17,1,14.0,Seattle,New Orleans,-1,-1,200309070sea,52250.0,1.0,
4455,Seattle_Sunday 09/10/00,St. Louis,2000,Sunday 09/10/00,@ Seattle,37-34,Week 2,-8.0,0,3,1,-5.0,Seattle,St. Louis,-2,-1,200009100sea,64869.0,2.0,
4456,Seattle_Sunday 09/12/10,San Francisco,2010,Sunday 09/12/10,@ Seattle,6-31,Week 1,-3.0,0,-25,0,-28.0,Seattle,San Francisco,-1,1,201009120sea,67044.0,1.0,
4457,Seattle_Sunday 09/12/99,Seattle,1999,Sunday 09/12/99,Detroit,20-28,Week 1,-9.5,0,-8,0,-17.5,Seattle,Detroit,2,-1,199909120sea,66238.0,1.0,
4458,Seattle_Sunday 09/13/09,Seattle,2009,Sunday 09/13/09,St. Louis,28-0,Week 1,-7.0,1,28,1,21.0,Seattle,St. Louis,-1,1,200909130sea,67610.0,1.0,
4459,Seattle_Sunday 09/14/08,Seattle,2008,Sunday 09/14/08,San Francisco,30-33,Week 2,-6.5,0,-3,0,-9.5,Seattle,San Francisco,2,-1,200809140sea,67951.0,2.0,9.0
4461,Seattle_Sunday 09/15/13,Seattle,2013,Sunday 09/15/13,San Francisco,29-3,Week 2,-3.0,1,26,1,23.0,Seattle,San Francisco,-3,-2,201309150sea,68338.0,2.0,1.0
4462,Seattle_Sunday 09/16/12,Dallas,2012,Sunday 09/16/12,@ Seattle,7-27,Week 2,-3.0,0,-20,0,-23.0,Seattle,Dallas,1,-1,201209160sea,68008.0,2.0,14.0
4463,Seattle_Sunday 09/17/00,Seattle,2000,Sunday 09/17/00,New Orleans,20-10,Week 3,-5.5,1,10,1,4.5,Seattle,New Orleans,1,-2,200009170sea,59513.0,3.0,
4466,Seattle_Sunday 09/21/03,Seattle,2003,Sunday 09/21/03,St. Louis,24-23,Week 3,-3.0,0,1,1,-2.0,Seattle,St. Louis,-1,-3,200309210sea,65841.0,3.0,13.0
4467,Seattle_Sunday 09/21/08,Seattle,2008,Sunday 09/21/08,St. Louis,37-13,Week 3,-9.0,1,24,1,15.0,Seattle,St. Louis,1,-4,200809210sea,68012.0,3.0,18.0
4468,Seattle_Sunday 09/21/14,Seattle,2014,Sunday 09/21/14,Denver,26-20,Week 3,-4.0,1,6,1,2.0,Seattle,Denver,2,2,201409210sea,68447.0,3.0,1.0
4469,Seattle_Sunday 09/22/13,Seattle,2013,Sunday 09/22/13,Jacksonville,45-17,Week 3,-19.5,1,28,1,8.5,Seattle,Jacksonville,-1,-1,201309220sea,68087.0,3.0,2.0
4474,Seattle_Sunday 09/25/11,Arizona,2011,Sunday 09/25/11,@ Seattle,10-13,Week 3,-3.5,0,-3,0,-6.5,Seattle,Arizona,-3,4,201109250sea,66199.0,3.0,16.0
4475,Seattle_Sunday 09/26/04,Seattle,2004,Sunday 09/26/04,San Francisco,34-0,Week 3,-10.0,1,34,1,24.0,Seattle,San Francisco,5,1,200409260sea,66709.0,3.0,3.0
4476,Seattle_Sunday 09/26/10,San Diego,2010,Sunday 09/26/10,@ Seattle,20-27,Week 3,-3.5,0,-7,0,-10.5,Seattle,San Diego,-1,6,201009260sea,67106.0,3.0,12.0
4477,Seattle_Sunday 09/27/09,Chicago,2009,Sunday 09/27/09,@ Seattle,25-19,Week 3,-1.0,1,6,1,5.0,Seattle,Chicago,-4,8,200909270sea,67938.0,3.0,15.0
4478,Seattle_Sunday 10/02/11,Atlanta,2011,Sunday 10/02/11,@ Seattle,30-28,Week 4,-6.0,0,2,1,-4.0,Seattle,Atlanta,5,-2,201110020sea,66266.0,4.0,8.0
4481,Seattle_Sunday 10/11/09,Seattle,2009,Sunday 10/11/09,Jacksonville,41-0,Week 5,-1.0,1,41,1,40.0,Seattle,Jacksonville,-1,1,200910110sea,67228.0,5.0,23.0
4482,Seattle_Sunday 10/12/08,Seattle,2008,Sunday 10/12/08,Green Bay,17-27,Week 6,-1.0,0,-10,0,-11.0,Seattle,Green Bay,1,-2,200810120sea,68302.0,6.0,23.0
4483,Seattle_Sunday 10/12/14,Seattle,2014,Sunday 10/12/14,Dallas,23-30,Week 6,-10.0,0,-7,0,-17.0,Seattle,Dallas,-1,-1,201410120sea,68432.0,6.0,1.0
4484,Seattle_Sunday 10/13/13,Seattle,2013,Sunday 10/13/13,Tennessee,20-13,Week 6,-11.0,0,7,1,-4.0,Seattle,Tennessee,-2,5,201310130sea,68127.0,6.0,2.0
4486,Seattle_Sunday 10/14/12,New England,2012,Sunday 10/14/12,@ Seattle,23-24,Week 6,-3.5,0,-1,0,-4.5,Seattle,New England,3,2,201210140sea,68137.0,6.0,10.0
4487,Seattle_Sunday 10/15/00,Indianapolis,2000,Sunday 10/15/00,@ Seattle,37-24,Week 7,-6.0,1,13,1,7.0,Seattle,Indianapolis,-1,3,200010150sea,63593.0,7.0,
4488,Seattle_Sunday 10/18/09,Seattle,2009,Sunday 10/18/09,Arizona,3-27,Week 6,-3.0,0,-24,0,-27.0,Seattle,Arizona,-1,-5,200910180sea,67588.0,6.0,24.0
