,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts
18,E1,14/08/10,Portsmouth,Reading,1,1,0.36363636363636365,0.3125,0.3846153846153846,1011,Portsmouth1011,Reading1011,E11011,0.06075174825174834,0.34281005356407085,0.2946023897816234,0.36258755665430564,Hull,Bolton,1,1
43,E1,28/08/10,Portsmouth,Cardiff,0,2,0.3333333333333333,0.29411764705882354,0.4347826086956522,1011,Portsmouth1011,Cardiff1011,E11011,0.06223358908780918,0.3138041733547351,0.2768860353130016,0.40930979133226325,Wigan,West Ham,0,3
55,E1,11/09/10,Portsmouth,Ipswich,0,0,0.3333333333333333,0.3076923076923077,0.42016806722689076,1011,Portsmouth1011,Ipswich1011,E11011,0.06119370825253179,0.3141116751269035,0.2899492385786802,0.39593908629441626,Wolves,Fulham,1,1
84,E1,24/09/10,Portsmouth,Leicester,6,1,0.37037037037037035,0.3125,0.3846153846153846,1011,Portsmouth1011,Leicester1011,E11011,0.06748575498575482,0.3469557964970809,0.29274395329441205,0.3603002502085071,Man City,Wigan,3,0
103,E1,28/09/10,Portsmouth,Bristol City,3,1,0.5128205128205129,0.29411764705882354,0.2631578947368421,1011,Portsmouth1011,Bristol City1011,E11011,0.0700960546161784,0.47922848664688433,0.27485163204747776,0.245919881305638,Stoke,Wolves,3,0
127,E1,16/10/10,Portsmouth,Watford,3,2,0.4444444444444444,0.3076923076923077,0.3125,1011,Portsmouth1011,Watford1011,E11011,0.06463675213675213,0.41746111389864526,0.28901154039136984,0.29352734570998495,Fulham,Blackburn,3,0
163,E1,30/10/10,Portsmouth,Nott'm Forest,2,1,0.4347826086956522,0.30303030303030304,0.3225806451612903,1011,Portsmouth1011,Nott'm Forest1011,E11011,0.06039355688724557,0.41002004008016035,0.28577154308617236,0.30420841683366734,Arsenal,Burnley,3,0
186,E1,09/11/10,Portsmouth,QPR,1,1,0.3846153846153846,0.3076923076923077,0.37037037037037035,1011,Portsmouth1011,QPR1011,E11011,0.06267806267806275,0.3619302949061662,0.28954423592493295,0.34852546916890076,Blackburn,Sunderland,1,1
200,E1,13/11/10,Portsmouth,Doncaster,2,3,0.5,0.30303030303030304,0.26666666666666666,1011,Portsmouth1011,Doncaster1011,E11011,0.06969696969696959,0.4674220963172805,0.28328611898017003,0.2492917847025496,Chelsea,Sunderland,0,3
257,E1,26/12/10,Portsmouth,Millwall,1,1,0.47619047619047616,0.30303030303030304,0.2857142857142857,1011,Portsmouth1011,Millwall1011,E11011,0.06493506493506507,0.4471544715447154,0.2845528455284553,0.26829268292682923,West Ham,Hull,1,1
