,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts
18,E2,14/08/10,Hartlepool,Swindon,2,2,0.3802281368821293,0.3125,0.37037037037037035,1011,Hartlepool1011,Swindon1011,E21011,0.06309850725249966,0.35766030550151096,0.2939520635840543,0.3483876309144347,Hull,Bolton,1,1
40,E2,28/08/10,Hartlepool,Sheffield Weds,0,5,0.3125,0.29411764705882354,0.45454545454545453,1011,Hartlepool1011,Sheffield Weds1011,E21011,0.06116310160427818,0.2944881889763779,0.27716535433070866,0.4283464566929133,Chelsea,Stoke,0,3
62,E2,11/09/10,Hartlepool,Exeter,2,3,0.47619047619047616,0.30303030303030304,0.2857142857142857,1011,Hartlepool1011,Exeter1011,E21011,0.06493506493506507,0.4471544715447154,0.2845528455284553,0.26829268292682923,Tottenham,Burnley,0,3
90,E2,25/09/10,Hartlepool,Walsall,2,1,0.47619047619047616,0.3076923076923077,0.2777777777777778,1011,Hartlepool1011,Walsall1011,E21011,0.061660561660561664,0.4485336400230017,0.2898217366302473,0.26164462334675104,Tottenham,Stoke,3,0
101,E2,28/09/10,Hartlepool,Carlisle,0,4,0.4,0.29411764705882354,0.37037037037037035,1011,Hartlepool1011,Carlisle1011,E21011,0.06448801742919397,0.375767498976668,0.2762996316004912,0.34793286942284074,Man United,Blackburn,0,3
124,E2,09/10/10,Hartlepool,Peterboro,2,0,0.3125,0.29411764705882354,0.45454545454545453,1011,Hartlepool1011,Peterboro1011,E21011,0.06116310160427818,0.2944881889763779,0.27716535433070866,0.4283464566929133,Bolton,Blackburn,3,0
148,E2,23/10/10,Hartlepool,Bristol Rvs,2,2,0.4444444444444444,0.3076923076923077,0.3125,1011,Hartlepool1011,Bristol Rvs1011,E21011,0.06463675213675213,0.41746111389864526,0.28901154039136984,0.29352734570998495,Fulham,Sunderland,1,1
183,E2,13/11/10,Hartlepool,Brighton,3,1,0.26666666666666666,0.29411764705882354,0.5,1011,Hartlepool1011,Brighton1011,E21011,0.0607843137254902,0.2513863216266174,0.27726432532347506,0.47134935304990755,Wigan,Blackburn,3,0
238,E2,01/01/11,Hartlepool,Oldham,4,2,0.45454545454545453,0.30303030303030304,0.3076923076923077,1011,Hartlepool1011,Oldham1011,E21011,0.06526806526806528,0.42669584245076586,0.2844638949671772,0.2888402625820569,Sunderland,Wigan,3,0
271,E2,15/01/11,Hartlepool,Dag and Red,0,1,0.5780346820809249,0.2777777777777778,0.21052631578947367,1011,Hartlepool1011,Dag and Red1011,E21011,0.06633877564817636,0.5420741468672235,0.26049674280008245,0.19742911033269403,Sunderland,Fulham,0,3
295,E2,25/01/11,Hartlepool,Notts County,1,1,0.3802281368821293,0.3076923076923077,0.3802281368821293,1011,Hartlepool1011,Notts County1011,E21011,0.06814858145656633,0.3559693318729463,0.28806133625410735,0.3559693318729463,Portsmouth,Hull,1,1
323,E2,05/02/11,Hartlepool,Colchester,1,0,0.4166666666666667,0.30303030303030304,0.3472222222222222,1011,Hartlepool1011,Colchester1011,E21011,0.06691919191919204,0.3905325443786982,0.2840236686390532,0.32544378698224846,Tottenham,Sunderland,3,0
343,E2,15/02/11,Hartlepool,Charlton,2,1,0.36363636363636365,0.30303030303030304,0.4,1011,Hartlepool1011,Charlton1011,E21011,0.06666666666666687,0.34090909090909083,0.28409090909090906,0.37499999999999994,Chelsea,Tottenham,3,0
354,E2,19/02/11,Hartlepool,Milton Keynes Dons,0,1,0.4,0.29411764705882354,0.37037037037037035,1011,Hartlepool1011,Milton Keynes Dons1011,E21011,0.06448801742919397,0.375767498976668,0.2762996316004912,0.34793286942284074,Aston Villa,Birmingham,0,3
362,E2,22/02/11,Hartlepool,Southampton,0,0,0.2222222222222222,0.26666666666666666,0.5780346820809249,1011,Hartlepool1011,Southampton1011,E21011,0.06692357096981372,0.20828316879364314,0.24993980255237178,0.5417770286539851,Tottenham,Bolton,1,1
381,E2,01/03/11,Hartlepool,Huddersfield,0,1,0.3472222222222222,0.30303030303030304,0.4166666666666667,1011,Hartlepool1011,Huddersfield1011,E21011,0.06691919191919204,0.32544378698224846,0.2840236686390532,0.3905325443786982,Cardiff,Scunthorpe,0,3
389,E2,05/03/11,Hartlepool,Brentford,3,0,0.4,0.3076923076923077,0.35714285714285715,1011,Hartlepool1011,Brentford1011,E21011,0.06483516483516483,0.3756449948400413,0.28895768833849333,0.33539731682146545,Watford,Doncaster,3,0
413,E2,12/03/11,Hartlepool,Plymouth,2,0,0.5235602094240838,0.30303030303030304,0.23809523809523808,1011,Hartlepool1011,Plymouth1011,E21011,0.064685750549625,0.4917509313464608,0.2846194784459819,0.22362959020755718,Sheffield United,Leicester,3,0
422,E2,15/03/11,Hartlepool,Leyton Orient,0,1,0.3846153846153846,0.3076923076923077,0.37037037037037035,1011,Hartlepool1011,Leyton Orient1011,E21011,0.06267806267806275,0.3619302949061662,0.28954423592493295,0.34852546916890076,QPR,Nott'm Forest,0,3
443,E2,25/03/11,Hartlepool,Rochdale,0,2,0.4166666666666667,0.30303030303030304,0.3448275862068966,1011,Hartlepool1011,Rochdale1011,E21011,0.0645245559038663,0.3914110429447853,0.2846625766871166,0.3239263803680982,Leicester,Blackpool,0,3
479,E2,09/04/11,Hartlepool,Yeovil,3,1,0.4,0.3076923076923077,0.35714285714285715,1011,Hartlepool1011,Yeovil1011,E21011,0.06483516483516483,0.3756449948400413,0.28895768833849333,0.33539731682146545,Leicester,Preston,3,0
