,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,Year,HomeYear,AwayYear,LeagueYear,B365J,B365HNorm,B365DNorm,B365ANorm,Favored,Unfavored,Homepts,Awaypts,Win,Draw,WinStreak,UndefStreak
0,D1,06/08/11,Hannover,Hoffenheim,2,1,0.47619047619047616,0.29411764705882354,0.29411764705882354,1112,Hannover1112,Hoffenheim1112,D11112,0.06442577030812324,0.4473684210526316,0.27631578947368424,0.27631578947368424,Hannover,Hoffenheim,3,0,1,0,0,0
1,D1,13/08/11,Nurnberg,Hannover,1,2,0.4347826086956522,0.29411764705882354,0.3333333333333333,1112,Nurnberg1112,Hannover1112,D11112,0.06223358908780896,0.4093097913322633,0.27688603531300165,0.31380417335473515,Nurnberg,Hannover,0,3,1,0,1,1
2,D1,21/08/11,Hannover,Hertha,1,1,0.45454545454545453,0.30303030303030304,0.30303030303030304,1112,Hannover1112,Hertha1112,D11112,0.06060606060606055,0.4285714285714286,0.28571428571428575,0.28571428571428575,Hannover,Hertha,1,1,0,1,2,2
3,D1,28/08/11,Hannover,Mainz,1,1,0.4347826086956522,0.29411764705882354,0.3333333333333333,1112,Hannover1112,Mainz1112,D11112,0.06223358908780896,0.4093097913322633,0.27688603531300165,0.31380417335473515,Hannover,Mainz,1,1,0,1,0,3
4,D1,10/09/11,Stuttgart,Hannover,3,0,0.5405405405405405,0.2777777777777778,0.25,1112,Stuttgart1112,Hannover1112,D11112,0.06831831831831825,0.5059732958538299,0.26001405481377377,0.23401264933239635,Stuttgart,Hannover,3,0,0,0,0,4
5,D1,18/09/11,Hannover,Dortmund,2,1,0.23809523809523808,0.2857142857142857,0.5405405405405405,1112,Hannover1112,Dortmund1112,D11112,0.06435006435006407,0.22370012091898434,0.2684401451027812,0.5078597339782346,Dortmund,Hannover,3,0,1,0,0,0
6,D1,24/09/11,Augsburg,Hannover,0,0,0.3472222222222222,0.29411764705882354,0.42016806722689076,1112,Augsburg1112,Hannover1112,D11112,0.06150793650793651,0.32710280373831774,0.27707531610775155,0.3958218801539307,Hannover,Augsburg,1,1,0,1,1,1
7,D1,02/10/11,Hannover,Werder Bremen,3,2,0.36363636363636365,0.30303030303030304,0.4,1112,Hannover1112,Werder Bremen1112,D11112,0.06666666666666687,0.34090909090909083,0.28409090909090906,0.37499999999999994,Werder Bremen,Hannover,3,0,1,0,0,2
8,D1,16/10/11,FC Koln,Hannover,2,0,0.4166666666666667,0.29411764705882354,0.35714285714285715,1112,FC Koln1112,Hannover1112,D11112,0.06792717086834732,0.39016393442622954,0.2754098360655738,0.3344262295081967,FC Koln,Hannover,3,0,0,0,1,3
9,D1,23/10/11,Hannover,Bayern Munich,2,1,0.1111111111111111,0.2222222222222222,0.7352941176470588,1112,Hannover1112,Bayern Munich1112,D11112,0.06862745098039214,0.10397553516819572,0.20795107033639143,0.6880733944954128,Bayern Munich,Hannover,3,0,1,0,0,0
